area,date,floor,link,orientation,pos,style,tag,title,total_price,unit_price,zx_type
112㎡,2006年-2016年建,中层(共11层),/sale/100245243?insource=sale_list&top=42,东,三乡-小琅环路-,3室2厅,中山市博爱初级中学/随时看房/满五年/电梯,东城畔山 首付少，电梯中层 精装3房保养新净，赠送面积多,96,8571元/㎡,简装
97㎡,2001年-2008年建,高层(共6层),/sale/501659695?insource=sale_list&top=43,南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五唯一,丽景嘉园一期 3室2厅97m²满五年,75,7732元/㎡,简装
106.38㎡,1999年-2002年建,低层(共7层),/sale/502394370?insource=sale_list&top=44,南,三乡-雅居乐-,3室2厅,中山市三乡镇雍陌小学/满五年/房本在手,侨兴花园 必卖好房，单价五千多，红本在手，,60,5640元/㎡,简装
91.5㎡,2005年-2011年建,低层(共16层),/sale/500584269?insource=sale_list&top=45,南,三乡-雅居乐-,3室2厅,中山市三乡镇雍陌小学/随时看房/电梯,"嘉美苑 3室2厅91.5m²普通装修,红本在手.",80,8743元/㎡,简装
104㎡,2000年-2013年建,高层(共6层),/sale/500369074?insource=sale_list&top=46,东,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满两年/房本在手,绿茵庭 3室2厅104m²普通装修,80,7692元/㎡,简装
93㎡,2005年建,中层(共18层),/sale/501224138?insource=sale_list&top=47,北,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/房本在手/电梯,雅居乐花园1-3期 3室2厅93m²普通装修,83,8925元/㎡,简装
90.2㎡,1996年-2015年建,高层(共6层),/sale/502264333?insource=sale_list&top=48,北,三乡-文昌路-,3室2厅,中山市三乡镇载德小学/随时看房,皇冠花园 3室2厅90.2m²普通装修,90,9978元/㎡,简装
98.7㎡,1995年-2013年建,中层(共10层),/sale/500023490?insource=sale_list&top=49,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年,华丰花园8区 三乡配套成熟小区，出门口可以购物逛街，适合养老居住,90,9119元/㎡,简装
110㎡,2013年建,高层(共7层),/sale/502230557?insource=sale_list&top=50,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一/房本在手,华丰花园4区 3室2厅110m²满五年 业主真心出售 价钱好谈 ,90,8182元/㎡,简装
93.5㎡,2005年-2015年建,中层(共11层),/sale/500383595?insource=sale_list&top=51,南,三乡-三乡-,3室2厅,中山市三乡镇平岚小学/,雅苑新城 3室2厅1厨1卫 业主急卖,90,9626元/㎡,简装
103㎡,2005年-2008年建,高层(共7层),/sale/500498272?insource=sale_list&top=52,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,"华丰花园2区 小区比较成熟,入住率高,生活方便",68,6602元/㎡,简装
101㎡,2005年-2011年建,中层(共16层),/sale/500352474?insource=sale_list&top=53,南,三乡-雅居乐-,3室2厅,中山市三乡镇雍陌小学/满两年/电梯,嘉美苑 必卖好房！，红本在手。全屋家私家电全送,90,8911元/㎡,简装
106.6㎡,1996年-2013年建,高层(共5层),/sale/500440990?insource=sale_list&top=54,西北,三乡-文昌路-,3室2厅,中山市三乡镇大布小学/满五年,绿榕居 3室2厅106.6m²满五年,62,5816元/㎡,简装
125㎡,1996年-2013年建,高层(共6层),/sale/100280328?insource=sale_list&top=55,东北,三乡-文昌路-,3室2厅,中山市三乡镇载德小学/随时看房,宝之园 精装修，南北通单价低，首付低，拎包入住,95,7600元/㎡,简装
115㎡,2005年-2009年建,高层(共7层),/sale/500287839?insource=sale_list&top=56,北,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五唯一,富和凯悦名门 3室2厅115m²满五年,92,8000元/㎡,简装
101㎡,1992年-2001年建,低层(共7层),/sale/501782669?insource=sale_list&top=57,西,三乡-小琅环路-,3室2厅,中山市三乡镇载德小学/满两年,嘉豪山庄 3室2厅101m²普通装修,65,6436元/㎡,简装
119㎡,,高层(共7层),/sale/500052685?insource=sale_list&top=58,南,三乡-三乡-,4室2厅,中山市三乡镇载德小学/满五年/房本在手,三乡农行宿舍楼 周边配套齐全   有学校 有卖场 市场 ,68,5714元/㎡,简装
120㎡,1998年-2008年建,中层(共7层),/sale/502149061?insource=sale_list&top=59,西北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五唯一,教师村 3室2厅120m²满五年,76,6333元/㎡,简装
101㎡,1992年-2008年建,高层(共7层),/sale/502820720?insource=sale_list&top=60,东南,三乡-文昌路-,4室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,华丰花园9区 繁华地段业主真心出售 随时看房,60,5941元/㎡,简装
99㎡,2000年-2014年建,高层(共7层),/sale/100346543?insource=sale_list&top=121,东南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,雅豪苑 台湾业主度假房  格局好采光充足,75,7576元/㎡,简装
100㎡,2000年-2014年建,高层(共7层),/sale/502661728?insource=sale_list&top=122,南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五唯一,雅豪苑  业主真心出售 价钱好谈 繁华地段,100,10000元/㎡,简装
100㎡,2000年-2013年建,高层(共6层),/sale/502331716?insource=sale_list&top=123,北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/,绿茵庭 3室2厅100m²普通装修业主真心出售 价钱好谈,75,7500元/㎡,简装
110㎡,1995年-2014年建,高层(共11层),/sale/100567217?insource=sale_list&top=124,东南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五唯一,宝龙花园 3室2厅1厨2卫  精装,100,9091元/㎡,简装
101㎡,2000年-2014年建,低层(共11层),/sale/500873025?insource=sale_list&top=125,南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五唯一/电梯,芭堤花岸  送入户花园 业主真心出售 随时看房,95,9406元/㎡,简装
110.46㎡,2000年建,高层(共7层),/sale/500151268?insource=sale_list&top=126,南,三乡-雅居乐-,4室2厅,中山市三乡镇载德小学/随时看房/满五年,丽景花园 4室2厅110.46m²满五年,80,7242元/㎡,简装
103.82㎡,2001年-2013年建,中层(共6层),/sale/500871613?insource=sale_list&top=127,东,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年,骏景新盛世 随时看房 高档小区  价钱好谈 繁华地段,100,9632元/㎡,简装
99.47㎡,1992年-2008年建,高层(共7层),/sale/100318766?insource=sale_list&top=128,南北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年/房本在手,华丰花园9区  光后学校  热闹繁华地段  首付低  月供低,63,6334元/㎡,简装
120.65㎡,2000年建,中层(共6层),/sale/100556315?insource=sale_list&top=129,西南,三乡-金涌大道-,3室2厅,中山市三乡镇初级中学/满五年,三鑫教师村 普通装修 格局方正 采光足 家电家私齐全 拎包入住,85,7045元/㎡,简装
110.36㎡,2005年建,中层(共6层),/sale/500058834?insource=sale_list&top=130,南,三乡-雅居乐-,5室2厅,中山市三乡镇平岚小学/满五唯一,"富乐居 5室,,2厅,1厨，2卫110.36m²普通装修",78,7068元/㎡,简装
105㎡,1996年-2013年建,低层(共9层),/sale/100264864?insource=sale_list&top=131,西北,三乡-文昌路-,3室2厅,中山市三乡镇载德小学/满五年,宝之园 3房2卫，通大周边好房源,95,9048元/㎡,简装
108.9㎡,2007年-2012年建,中层(共11层),/sale/502884987?insource=sale_list&top=132,南,三乡-三乡-,3室2厅,中山市三乡镇平岚小学/随时看房/满五唯一/房本在手/电梯,东峻华庭 3室2厅108.9m²满五年,95,8724元/㎡,简装
103㎡,1995年-2014年建,中层(共6层),/sale/100192092?insource=sale_list&top=133,南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满两年/房本在手,宝龙花园 首付25万购三房保养如图拎包入住,95,9223元/㎡,简装
95.7㎡,2002年-2010年建,高层(共11层),/sale/502364917?insource=sale_list&top=134,东北,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/满两年,雅居乐花园漾逸居 必卖好房！精装3室2厅95.7m²，拎包入住！,100,10449元/㎡,简装
116㎡,2003年-2010年建,高层(共6层),/sale/501662163?insource=sale_list&top=135,南,三乡-小琅环路-,3室2厅,中山市三乡镇载德小学/满两年,绿盈轩 3室2厅116m²普通装修,95,8190元/㎡,简装
117㎡,2003年建,高层(共7层),/sale/500384563?insource=sale_list&top=136,北,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满两年,雅居乐上洋新村 3室2厅117m²普通装修,88,7521元/㎡,简装
97.51㎡,2002年-2010年建,高层(共11层),/sale/100164831?insource=sale_list&top=137,东南,三乡-金涌大道-,3室2厅,中山市三乡镇载德小学/满两年/电梯,薪愿居二期 拎包入住！3房2厅98平精装！红本在手！,93,9537元/㎡,简装
110㎡,1993年-2013年建,高层(共7层),/sale/500342488?insource=sale_list&top=138,东,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,华丰花园10区 上学！上学！装修3房2厅，红本在手！,80,7273元/㎡,简装
110㎡,2001年-2013年建,高层(共6层),/sale/500871615?insource=sale_list&top=139,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,骏景新盛世 精装修三房 宽敞舒适视野开阔 ,86,7818元/㎡,简装
99㎡,1993年-2013年建,高层(共7层),/sale/500345862?insource=sale_list&top=140,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年/房本在手,华丰花园10区 光后学校三房二厅二卫户型方正采光好,58,5859元/㎡,简装
93.04㎡,2007年-2015年建,低层(共15层),/sale/100213781?insource=sale_list&top=141,西南,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/满五唯一/房本在手/电梯,巴厘晓筑 精装3房出售,98,10533元/㎡,简装
95.77㎡,,中层(共12层),/sale/500074059?insource=sale_list&top=142,西南,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/满两年/电梯,雅居乐中心城 必卖！8千多一平方！全新！3室2厅！必卖！,96,10024元/㎡,简装
110㎡,2001年-2013年建,中层(共6层),/sale/500859955?insource=sale_list&top=143,北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年,骏景新盛世 必卖！8千多！全新！2房2厅，还有单价8千多房源！,100,9091元/㎡,简装
110㎡,2001年-2013年建,高层(共6层),/sale/500054539?insource=sale_list&top=144,西南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五唯一,骏景新盛世 高层装修3房，户型格局方正，视野好通风好,78,7091元/㎡,简装
126.9㎡,2000年-2013年建,中层(共11层),/sale/100274013?insource=sale_list&top=145,西南,三乡-金涌大道-,4室2厅,中山市三乡镇白石环小学/,君怡花园 拎包入住！精装4房2厅，红本在手！,95,7486元/㎡,简装
106㎡,2000年建,高层(共7层),/sale/500021551?insource=sale_list&top=146,西北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,华丰花园6区 特！售！精装3室2厅106m²满五年 !,96,9057元/㎡,简装
104.92㎡,2000年建,中层(共7层),/sale/501357851?insource=sale_list&top=147,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年,华丰花园6区 高档小区 格局方方正正 业主真心出售 价钱好谈,88,8387元/㎡,简装
106㎡,1996年-2013年建,高层(共5层),/sale/500504849?insource=sale_list&top=148,北,三乡-文昌路-,4室2厅,中山市三乡镇大布小学/满五年/房本在手,"绿榕居 拎包入住！精装 4 房2厅, 红本在手!",78,7358元/㎡,简装
121㎡,1998年-2016年建,低层(共7层),/sale/100268063?insource=sale_list&top=149,西南,三乡-雅居乐-,4室2厅,中山市三乡镇载德小学/,丽景城市广场 世光优势品牌，诚心出售,100,8264元/㎡,简装
100㎡,2008年建,中层(共5层),/sale/100208387?insource=sale_list&top=150,东南,三乡-三乡-,3室2厅,中山市三乡镇平岚小学/随时看房/满五唯一,"明珠花园 三乡繁华地段  楼梯二楼 ,东南向 有钥匙",55,5500元/㎡,简装
123㎡,2009年-2015年建,高层(共6层),/sale/500038556?insource=sale_list&top=1,北,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五年,丰润豪庭 业主急售丰润豪庭 低于市场价,95,7724元/㎡,简装
125㎡,2002年-2010年建,高层(共6层),/sale/502609019?insource=sale_list&top=2,西南,三乡-雅居乐-,4室2厅,中山市三乡镇鸦岗小学/满五年,"雅居乐花园漾逸居 雅居乐高端小区,急售,看房方便",100,8000元/㎡,简装
97.48㎡,2002年-2010年建,中层(共12层),/sale/500054230?insource=sale_list&top=3,东北,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/满两年,雅居乐花园漾逸居 3室2厅97.48m²普通装修,98,10053元/㎡,简装
108㎡,1996年-2013年建,中层(共6层),/sale/502531230?insource=sale_list&top=4,东北,三乡-文昌路-,3室2厅,中山市三乡镇载德小学/满两年/房本在手,宝之园 3室2厅108m²普通装修,80,7407元/㎡,简装
104.55㎡,2003年建,高层(共7层),/sale/502374713?insource=sale_list&top=5,东,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/随时看房/满五年,康乐新村 62 万元 康乐新村 普通装修 3室2厅 104.,62,5930元/㎡,简装
93㎡,2005年建,中层(共23层),/sale/500070718?insource=sale_list&top=6,西南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/电梯,雅居乐酒店 3室1厅93m²普通装修,85,9140元/㎡,简装
108㎡,1996年-2015年建,中层(共6层),/sale/500740019?insource=sale_list&top=7,南,三乡-文昌路-,4室2厅,中山市三乡镇载德小学/满五年,皇冠花园 3室2厅108m²普通装修,82,7593元/㎡,简装
100.27㎡,2006年建,低层(共12层),/sale/502372403?insource=sale_list&top=8,西南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手/电梯,雅居乐新城都汇城 雅居乐实用少有户型，小区环境优美,95,9474元/㎡,简装
91.85㎡,2007年-2015年建,低层(共15层),/sale/100539858?insource=sale_list&top=9,南,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/满两年/电梯,巴厘晓筑 必卖！8千多一平方！全新！3室2厅！必卖！,91,9907元/㎡,简装
94㎡,2003年-2010年建,高层(共11层),/sale/501035460?insource=sale_list&top=10,东,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/随时看房/满五唯一,宝龙大厦 3室2厅94m²满五年,65,6915元/㎡,简装
94.6㎡,2006年建,高层(共7层),/sale/501476075?insource=sale_list&top=11,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年,柏丽广场 3室2厅94.6m²普通装修,66,6977元/㎡,简装
126㎡,2000年-2014年建,中层(共7层),/sale/500353588?insource=sale_list&top=12,南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五唯一,雅豪苑 物业管理完善，房型好，入住率高,96,7619元/㎡,简装
93.57㎡,2013年建,高层(共6层),/sale/501304472?insource=sale_list&top=13,东北,三乡-三乡-,3室2厅,中山市三乡镇新圩小学/满五年/房本在手,金涌美地 普通装修 !3室2厅93.57m² 红本在手,83,8870元/㎡,简装
95㎡,1999年-2014年建,高层(共7层),/sale/100574588?insource=sale_list&top=14,东南,三乡-金涌大道-,4室2厅,中山市三乡镇白石环小学/满五唯一/房本在手,"吉雅花园 拎包入住！精装3室1厅95m²,红本在手！",85,8947元/㎡,简装
113㎡,2003年-2010年建,低层(共6层),/sale/502855083?insource=sale_list&top=15,北,三乡-小琅环路-,3室1厅,中山市三乡镇载德小学/随时看房/满两年,绿盈轩 绿盈轩 3室1厅113m²普通装修,80,7080元/㎡,简装
92.6㎡,,中层(共6层),/sale/500068683?insource=sale_list&top=16,东,三乡-三乡-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年,圩仔正街 3室2厅92.6m²普通装修,43,4644元/㎡,简装
111.39㎡,1996年-2016年建,中层(共6层),/sale/500445486?insource=sale_list&top=17,北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,东城花园 满五年高档小区 格局方方正正,95,8529元/㎡,简装
114.51㎡,2004年建,高层(共6层),/sale/502389865?insource=sale_list&top=18,东,三乡-三乡-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,"供销新村 光后学校旁,近君里学校.3房急售",48,4192元/㎡,简装
104㎡,1999年-2014年建,高层(共7层),/sale/500066413?insource=sale_list&top=19,东北,三乡-金涌大道-,3室2厅,中山市三乡镇白石环小学/满两年/房本在手,吉雅花园 3室2厅104m²精装修,60,5769元/㎡,简装
94㎡,1991年-2020年建,低层(共7层),/sale/100587122?insource=sale_list&top=20,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,富丽苑 3室2厅1厨2卫 94.0m² ,62,6596元/㎡,简装
111.15㎡,1998年-2016年建,高层(共7层),/sale/500017220?insource=sale_list&top=21,南,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满五年/房本在手,丽景城市广场 3室2厅111.15m²普通装修,85,7647元/㎡,简装
100㎡,1995年-2013年建,中层(共7层),/sale/502519920?insource=sale_list&top=22,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,华丰花园8区 上学房！3室2厅100m²满五年，红本在手！必卖！,60,6000元/㎡,简装
100㎡,1992年-2008年建,高层(共7层),/sale/100583578?insource=sale_list&top=23,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一,华丰花园9区  华丰商圈附近 楼下衣食住行便利 看房方便,68,6800元/㎡,简装
101㎡,2005年-2011年建,中层(共16层),/sale/500586067?insource=sale_list&top=24,东南,三乡-雅居乐-,3室2厅,中山市三乡镇雍陌小学/满五唯一/房本在手/电梯,"嘉美苑 3室2厅101m²普通装修,3房1卫,东南向",86,8515元/㎡,简装
93㎡,2010年建,中层(共9层),/sale/500348018?insource=sale_list&top=25,东北,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五唯一,金天地花园 3室2厅93m²普通装修,100,10753元/㎡,简装
112㎡,2001年-2013年建,高层(共10层),/sale/501377991?insource=sale_list&top=26,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年/房本在手,"骏景新盛世 百载光后学校房,原有2卫,南,超便宜快联系我",100,8929元/㎡,简装
96.43㎡,2001年-2008年建,高层(共6层),/sale/500516734?insource=sale_list&top=27,南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五唯一,丽景嘉园一期 3室2厅96.43m²满五年,80,8296元/㎡,简装
112㎡,2005年建,中层(共7层),/sale/502961489?insource=sale_list&top=28,北,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/满两年/房本在手,雅居乐花园1-3期 3室2厅112m²普通装修,95,8482元/㎡,简装
101㎡,2005年-2011年建,中层(共16层),/sale/502097023?insource=sale_list&top=29,东南,三乡-雅居乐-,3室2厅,中山市三乡镇雍陌小学/满五唯一/电梯,"嘉美苑 3室2厅101m²满五年,看房方便,红本在手.",78,7723元/㎡,简装
142㎡,1995年-2014年建,高层(共6层),/sale/500469335?insource=sale_list&top=30,南,三乡-雅居乐-,5室3厅,中山市三乡镇平岚小学/随时看房/满五年,宝龙花园 5室3厅142m²满五年,92,6479元/㎡,简装
110㎡,1998年-2013年建,高层(共6层),/sale/500019420?insource=sale_list&top=91,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,金棕榈花园 光后.学.区房环境好.一手房源,93,8455元/㎡,简装
98㎡,2013年建,高层(共6层),/sale/500057745?insource=sale_list&top=92,西南,三乡-雅居乐-,3室2厅,中山市三乡镇白石环小学/满五唯一/房本在手,"君林水岸 3室2厅98m²普通装修,满5唯1",65,6633元/㎡,简装
101㎡,1992年-2005年建,高层(共6层),/sale/500020043?insource=sale_list&top=93,南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/房本在手,骏景楼 惊喜！精装3房2厅，看房方便！交通方便,76,7525元/㎡,简装
99.8㎡,1995年-2013年建,低层(共10层),/sale/100534932?insource=sale_list&top=94,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,华丰花园8区 精致装修 格局方正 采光足 家电家私齐全 拎包入住,73,7315元/㎡,简装
98㎡,1992年-2008年建,高层(共7层),/sale/500098361?insource=sale_list&top=95,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一,华丰花园9区 所有生活配套设施应有尽有 卖场 市场,68,6939元/㎡,简装
103.8㎡,1995年-2013年建,中层(共7层),/sale/100454963?insource=sale_list&top=96,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,华丰花园8区 3室2厅1厨2卫 103.8m² 满五年,72,6936元/㎡,简装
115㎡,2000年建,高层(共7层),/sale/100006947?insource=sale_list&top=97,南,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满五唯一/房本在手,丽景花园 普通装修 3室2厅1厨2卫 115m² 7楼,90,7826元/㎡,简装
90.42㎡,2018年建,高层(共6层),/sale/100240404?insource=sale_list&top=98,南,三乡-三乡-,3室2厅,中山市曹步初级中学/满五年/房本在手,华宝楼 华宝楼小3房精装，保养好,55,6083元/㎡,简装
118㎡,1998年-2008年建,高层(共7层),/sale/500021554?insource=sale_list&top=99,东南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满两年/房本在手,教师村 普通装修3室2厅2卫118m²楼梯5楼南向,85,7203元/㎡,简装
106㎡,2013年建,高层(共7层),/sale/100101207?insource=sale_list&top=100,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,华丰花园5区  业主真心出售 价钱好谈,72,6792元/㎡,简装
114㎡,2000年建,高层(共7层),/sale/500388456?insource=sale_list&top=101,西北,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满两年/电梯,丽景花园 普通装修 格局方正 采光足 家电家私齐全 拎包入住,80,7018元/㎡,简装
117.3㎡,1996年-2016年建,高层(共6层),/sale/502912542?insource=sale_list&top=102,东南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,东城花园 3室2厅117.3m²满五年方便看房,88,7502元/㎡,简装
99.51㎡,2001年-2008年建,高层(共6层),/sale/100521751?insource=sale_list&top=103,东南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五年,"丽景嘉园一期 笋盘！精装3房2厅 ,红本在手!",83,8341元/㎡,简装
100.8㎡,1995年-2013年建,高层(共7层),/sale/100250506?insource=sale_list&top=104,西,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一/房本在手,华丰花园8区 光后小学房 满五 周边配套完善 ,62,6151元/㎡,简装
105㎡,1996年-2013年建,低层(共9层),/sale/100264862?insource=sale_list&top=105,西北,三乡-文昌路-,3室2厅,中山市三乡镇载德小学/满五年,宝之园 电梯大三房2卫，通大周边,100,9524元/㎡,简装
110㎡,1999年-2014年建,高层(共7层),/sale/100208326?insource=sale_list&top=106,东北,三乡-金涌大道-,3室2厅,中山市三乡镇白石环小学/满五唯一/房本在手,吉雅花园 110平方舒适3房，单价6字头,68,6182元/㎡,简装
95.49㎡,2000年-2018年建,中层(共11层),/sale/100473851?insource=sale_list&top=107,西北,三乡-文昌路-,3室2厅,中山市三乡镇载德小学/满五年/电梯,秀乐公馆 精装三房 拎包入住 价格便宜 ,90,9425元/㎡,简装
98.88㎡,1995年-2013年建,高层(共7层),/sale/502362172?insource=sale_list&top=108,北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一/房本在手,华丰花园8区 百年岗后学房  三乡繁华路段   生活配套一应俱全,65,6574元/㎡,简装
112.9㎡,1998年-2016年建,高层(共5层),/sale/100511515?insource=sale_list&top=109,西北,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满两年/房本在手,丽景城市广场  载德学  区房    拎包入住  保养新,90,7972元/㎡,简装
100.86㎡,1993年-2013年建,高层(共7层),/sale/500345861?insource=sale_list&top=110,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,华丰花园10区 南北对通 低首付 送入户花园 业主真心出售 ,60,5949元/㎡,简装
96㎡,1999年-2002年建,高层(共6层),/sale/500497189?insource=sale_list&top=111,南,三乡-雅居乐-,3室2厅,中山市三乡镇雍陌小学/满五唯一/房本在手,侨兴花园  繁华地段 南北对通 低首付 送入户花园 ,68,7083元/㎡,简装
102㎡,2000年-2014年建,高层(共7层),/sale/100363055?insource=sale_list&top=112,西北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,雅豪苑 必卖！8千多一平方！全新！3室2厅！必卖！,80,7843元/㎡,简装
98㎡,2000年建,高层(共7层),/sale/100094576?insource=sale_list&top=113,南,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满五年/房本在手,丽景花园 3房2厅 98平 普通装修 南,72,7347元/㎡,简装
120㎡,1998年-2008年建,中层(共7层),/sale/500593270?insource=sale_list&top=114,东南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年/房本在手,教师村 精致装修 格局方正 采光足 家电家私齐全 拎包入住,90,7500元/㎡,简装
94㎡,2007年-2015年建,高层(共15层),/sale/100197023?insource=sale_list&top=115,西南,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/满五唯一/电梯,巴厘晓筑 交通便利，房子保养新净，采光好,90,9574元/㎡,简装
123㎡,1995年-1996年建,高层(共7层),/sale/100264185?insource=sale_list&top=116,西北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,金乡居一期 方便看房 可以低首付 送入户花园,85,6911元/㎡,简装
115㎡,2001年建,中层(共6层),/sale/500540757?insource=sale_list&top=117,北,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五唯一,怡福阳光花园A区 3室2厅115m²满五年,86,7478元/㎡,简装
97㎡,2005年-2016年建,低层(共25层),/sale/500082013?insource=sale_list&top=118,北,三乡-三乡-,4室2厅,中山市三乡镇初级中学/满五年/电梯,雅居乐森岚 电梯房，精装4房，户型好，视野五遮挡,93,9588元/㎡,简装
103㎡,1995年-2013年建,高层(共7层),/sale/100351214?insource=sale_list&top=119,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一/房本在手,华丰花园8区  业主真心出售 价钱好谈 繁华地段,80,7767元/㎡,简装
98㎡,2001年-2008年建,中层(共6层),/sale/500231533?insource=sale_list&top=120,南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五年/房本在手,丽景嘉园一期 3室2厅1厨1卫 97.0m² 满五年,90,9184元/㎡,简装
