98.8㎡,,中层(共9层),/sale/500074165?insource=sale_list&top=602,东,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/满两年/电梯,"雅居乐中心城 三乡镇中,中高楼层,红本在手,欢迎品鉴",100,10121元/㎡,简装
95.49㎡,2000年-2018年建,中层(共11层),/sale/100473851?insource=sale_list&top=603,西北,三乡-文昌路-,3室2厅,满五年/电梯,秀乐公馆 精装三房 拎包入住 价格便宜 ,90,9425元/㎡,简装
108㎡,1996年-2013年建,高层(共6层),/sale/100225914?insource=sale_list&top=604,东南,三乡-文昌路-,3室2厅,满五唯一/房本在手,宝之园 大3房2卫，通大大润发顺昌一加一就在周边,100,9259元/㎡,精装
92㎡,2005年建,中层(共18层),/sale/100475834?insource=sale_list&top=605,北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/电梯,雅居乐花园1-3期 3室2厅1厨1卫92.0m²满五年,88,9565元/㎡,精装
75.68㎡,2000年-2018年建,中层(共11层),/sale/100169256?insource=sale_list&top=606,东北,三乡-文昌路-,3室2厅,满五唯一/房本在手/电梯,秀乐公馆 全新！毛坯2房2厅，红本在手！,75,9910元/㎡,毛坯
93.04㎡,2007年-2015年建,低层(共15层),/sale/100213781?insource=sale_list&top=607,西南,三乡-雅居乐-,3室2厅,满五唯一/房本在手/电梯,巴厘晓筑 精装3房出售,98,10533元/㎡,简装
84㎡,1996年-2013年建,高层(共6层),/sale/502431940?insource=sale_list&top=608,西南,三乡-文昌路-,3室2厅,满两年/房本在手,宝之园 3室2厅84m²普通装修,69,8214元/㎡,简装
115㎡,2003年-2010年建,低层(共6层),/sale/100157465?insource=sale_list&top=609,西南,三乡-小琅环路-,3室2厅,随时看房/满五唯一/房本在手,"绿盈轩 三乡中点位置，业主没税费,正南,",95,8261元/㎡,简装
93.54㎡,2001年-2015年建,低层(共9层),/sale/100294468?insource=sale_list&top=610,西,三乡-雅居乐-,3室2厅,电梯,半山午后 3室2厅1厨1卫93.54m²精致装修,95,10156元/㎡,精装
110㎡,2001年-2013年建,高层(共6层),/sale/500054539?insource=sale_list&top=611,西南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五唯一,骏景新盛世 高层装修3房，户型格局方正，视野好通风好,78,7091元/㎡,简装
99.96㎡,1988年-2018年建,中层(共17层),/sale/500507996?insource=sale_list&top=612,北,三乡-三乡-,3室2厅,随时看房/满两年/房本在手/电梯,鸿都花园 3室2厅99.96m²毛坯,85,8503元/㎡,毛坯
96㎡,1988年-2018年建,中层(共16层),/sale/100299093?insource=sale_list&top=613,北,三乡-三乡-,3室2厅,满两年/电梯,鸿都花园 南北通 毛坯好楼层随时看房,90,9375元/㎡,毛坯
96.98㎡,2013年建,低层(共32层),/sale/100540937?insource=sale_list&top=614,西南,三乡-雅居乐-,3室2厅,满五唯一/电梯,雅居乐万象郡一期 3室毛坯房，格局方正，毛坯房给您更多的自由装修空间,100,10311元/㎡,毛坯
102㎡,2000年-2014年建,高层(共7层),/sale/100363055?insource=sale_list&top=615,西北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,雅豪苑 很受购房人的欢迎，楼盘品质不错,80,7843元/㎡,简装
90.83㎡,2005年-2020年建,低层(共33层),/sale/100521327?insource=sale_list&top=616,西北,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 业主诚意出售 看上方便签合同,93,10239元/㎡,毛坯
101㎡,1992年-2005年建,高层(共6层),/sale/500020043?insource=sale_list&top=617,南,三乡-雅居乐-,3室2厅,房本在手,骏景楼 惊喜！精装3房2厅，看房方便！交通方便,76,7525元/㎡,简装
110㎡,2013年建,低层(共11层),/sale/100531073?insource=sale_list&top=618,西北,三乡-雅居乐-,3室2厅,满五年/房本在手,君林水岸 3室2厅1厨2卫 110.0m² 毛坯,86,7818元/㎡,毛坯
97㎡,2000年-2016年建,高层(共27层),/sale/500054492?insource=sale_list&top=619,西北,三乡-三乡-,3室2厅,满两年/电梯,雅居乐悦景园 3室2厅97m²毛坯,97,10000元/㎡,毛坯
87.32㎡,2005年-2020年建,低层(共33层),/sale/502209456?insource=sale_list&top=620,东北,三乡-雅居乐-,3室2厅,随时看房/满五唯一/房本在手/电梯,雅居乐万象郡二期 3室2厅87.32m²毛坯,90,10307元/㎡,毛坯
86.72㎡,1994年-2014年建,高层(共7层),/sale/100530277?insource=sale_list&top=621,东北,三乡-雅居乐-,3室2厅,满两年,"雅居乐逸湖居 雅居乐物业.中高楼层,看房方便",78,8994元/㎡,简装
96㎡,1988年-2018年建,中层(共16层),/sale/100439173?insource=sale_list&top=622,北,三乡-三乡-,3室2厅,随时看房/满两年/电梯,鸿都花园 豪华毛坯送入户花园 电梯大三房 低首付,100,10417元/㎡,毛坯
104㎡,2000年-2013年建,低层(共6层),/sale/100531648?insource=sale_list&top=623,东,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,绿茵庭 光后小学 大3房 带装修 拎包入住,88,8462元/㎡,精装
98㎡,1996年-2015年建,高层(共6层),/sale/500531909?insource=sale_list&top=624,东,三乡-文昌路-,3室2厅,满五唯一/房本在手,皇冠花园 3室2厅98m²精装修拎包入住,70,7143元/㎡,精装
87.12㎡,1994年-2014年建,中层(共7层),/sale/500019424?insource=sale_list&top=625,西南,三乡-雅居乐-,3室2厅,满五唯一,雅居乐逸湖居 3房2厅三房，精装修，西南，带装修，拎包入住。,85,9757元/㎡,精装
75.85㎡,2000年-2013年建,中层(共11层),/sale/100438136?insource=sale_list&top=626,西南,三乡-金涌大道-,3室2厅,满五唯一,"君怡花园 3室带装修，小区环境好,满五年，税费低，首付50",50,6592元/㎡,精装
87.8㎡,1999年-2014年建,中层(共7层),/sale/500799628?insource=sale_list&top=627,东南,三乡-金涌大道-,3室2厅,满两年/房本在手,吉雅花园 3室2厅中高楼层，装修保养好，刚需必选,50,5695元/㎡,简装
103㎡,1998年建,低层(共6层),/sale/100346718?insource=sale_list&top=628,东北,三乡-文昌路-,3室2厅,满两年,富和花园 3室2厅1厨1卫 103.0m² 精致装修,70,6796元/㎡,精装
101.91㎡,1988年-2018年建,中层(共25层),/sale/100163478?insource=sale_list&top=629,西北,三乡-三乡-,3室2厅,满两年/电梯,鸿都花园 繁华地段 南北对通 低首付 送入户花园  ,96,9420元/㎡,毛坯
110㎡,2000年-2013年建,低层(共11层),/sale/100355691?insource=sale_list&top=630,北,三乡-金涌大道-,3室2厅,满两年/房本在手,"君怡花园 毛坯！毛坯！毛坯3房2厅, 红本在手!",82,7455元/㎡,毛坯
93㎡,2000年-2014年建,低层(共7层),/sale/500058420?insource=sale_list&top=571,西北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/,雅豪苑 3室2厅93m²精装修,83,8925元/㎡,精装
83.5㎡,2005年建,中层(共8层),/sale/100492924?insource=sale_list&top=572,东南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五唯一,"雅居乐花园1-3期 83.5平方3房2卫,精装修.",75,8982元/㎡,简装
78㎡,2000年-2018年建,中层(共11层),/sale/100428938?insource=sale_list&top=573,东,三乡-文昌路-,3室2厅,满五唯一/电梯,秀乐公馆 繁华地段 小佰俐之称的低价位 低首付 送入户花园,95,12179元/㎡,精装
91㎡,2005年-2011年建,低层(共16层),/sale/100408982?insource=sale_list&top=574,南,三乡-雅居乐-,3室2厅,房本在手/电梯,嘉美苑 3室2厅1厨2卫 91.0m² 毛坯,70,7692元/㎡,毛坯
84㎡,2005年建,高层(共23层),/sale/100225894?insource=sale_list&top=575,西北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手/电梯,"雅居乐酒店 急!  精装3房2厅, 红本在手!",80,9524元/㎡,精装
89.76㎡,2014年建,低层(共11层),/sale/100520888?insource=sale_list&top=576,西南,三乡-小琅环路-,3室2厅,中山市三乡镇大布小学/满两年/电梯,大翼龙苑二期 电梯实用3房2卫，赠送面积多，户型方正,86,9581元/㎡,毛坯
102㎡,2005年建,高层(共23层),/sale/500217901?insource=sale_list&top=577,东北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/电梯,雅居乐酒店 3室2厅102m²精装修,80,7843元/㎡,精装
93㎡,2010年建,低层(共9层),/sale/500489669?insource=sale_list&top=578,东北,三乡-雅居乐-,3室2厅,满五年,"金天地花园 惊喜！精装3房2厅,诚意出售！拎包入住！",90,9677元/㎡,精装
123㎡,1995年-1996年建,高层(共7层),/sale/100264185?insource=sale_list&top=579,西北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,金乡居一期 小区绿化好，户型好，物业管理不错,85,6911元/㎡,简装
116㎡,2003年-2010年建,高层(共6层),/sale/501662163?insource=sale_list&top=580,南,三乡-小琅环路-,3室2厅,满两年,绿盈轩 3室2厅116m²普通装修,95,8190元/㎡,简装
109㎡,2002年-2010年建,高层(共11层),/sale/100517423?insource=sale_list&top=581,西南,三乡-金涌大道-,4室2厅,满两年/电梯,薪愿居二期 薪愿居4室2厅1厨2卫 109.0m² 精致装修,98,8991元/㎡,精装
90㎡,2003年-2010年建,中层(共11层),/sale/100212188?insource=sale_list&top=582,西北,三乡-雅居乐-,3室2厅,满五年/房本在手,宝龙大厦 适用三房，带装修，家电家私齐全，拎包入住！,65,7222元/㎡,精装
110.4㎡,1998年-2013年建,中层(共11层),/sale/502364120?insource=sale_list&top=583,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,金棕榈花园 随时看房 高档小区 格局方方正正,100,9058元/㎡,精装
107㎡,1996年-2013年建,高层(共5层),/sale/500301916?insource=sale_list&top=584,北,三乡-文昌路-,3室2厅,随时看房/满五唯一,绿榕居 3室2厅107m²满五年,85,7944元/㎡,精装
115㎡,2000年建,高层(共7层),/sale/100006947?insource=sale_list&top=585,南,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满五唯一/房本在手,丽景花园 普通装修 3室2厅1厨2卫 115m² 7楼,90,7826元/㎡,简装
87㎡,2005年建,中层(共7层),/sale/500155019?insource=sale_list&top=586,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,雅居乐花园1-3期 雅居乐步梯精装3房出售,65,7471元/㎡,精装
92㎡,2005年-2011年建,中层(共16层),/sale/500494316?insource=sale_list&top=587,东南,三乡-雅居乐-,3室2厅,满两年/电梯,嘉美苑 近珠海路已修中楼层 毛坯交付 想怎么装修自己设计,85,9239元/㎡,毛坯
109.6㎡,2005年-2009年建,中层(共7层),/sale/100196713?insource=sale_list&top=588,北,三乡-雅居乐-,3室2厅,满五年,富和凯悦名门 普通装修3室2厅1厨2卫,95,8668元/㎡,精装
90㎡,1988年-2018年建,中层(共24层),/sale/100373880?insource=sale_list&top=589,北,三乡-三乡-,3室2厅,随时看房/满两年/电梯,鸿都花园  有学校 有中学 随时看房 高档小区,83,9222元/㎡,毛坯
100.86㎡,1993年-2013年建,高层(共7层),/sale/500345861?insource=sale_list&top=590,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,华丰花园10区 南北对通 低首付 送入户花园 业主真心出售 ,60,5949元/㎡,简装
97㎡,2005年建,低层(共23层),/sale/500266658?insource=sale_list&top=591,东北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手/电梯,雅居乐酒店 3室2厅97m²精装修,82,8454元/㎡,精装
109㎡,1996年-2013年建,高层(共5层),/sale/500454532?insource=sale_list&top=592,西北,三乡-文昌路-,3室2厅,随时看房/满五唯一/房本在手,绿榕居 交通便利，购物方便，小区配套设施齐全,80,7339元/㎡,精装
106㎡,2013年建,高层(共7层),/sale/100101207?insource=sale_list&top=593,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,华丰花园5区 普通装修 3室2厅2卫 106m² 楼梯7楼,72,6792元/㎡,简装
89.38㎡,2015年-2017年建,低层(共14层),/sale/100222954?insource=sale_list&top=594,南,三乡-雅居乐-,3室2厅,满两年/房本在手/电梯,瑞信美域 毛坯可自主装修格局好户型方正,100,11188元/㎡,毛坯
91㎡,2010年-2019年建,低层(共32层),/sale/100569834?insource=sale_list&top=595,南,三乡-三乡-,3室2厅,随时看房/电梯,畔山中心城 临近五桂山生态环境，空气质量好，适合养老居住,90,9890元/㎡,毛坯
89.38㎡,2015年-2017年建,高层(共14层),/sale/100526524?insource=sale_list&top=596,北,三乡-雅居乐-,3室2厅,随时看房/满五年/电梯,瑞信美域 雅居乐物业管理 南向电梯中高层 价格实惠,86,9622元/㎡,毛坯
112.83㎡,2005年建,中层(共7层),/sale/500108675?insource=sale_list&top=597,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,雅居乐花园1-3期 笋盘大力推荐！！！笋盘大力推荐！3室精装修,95,8420元/㎡,精装
92.79㎡,2010年建,中层(共9层),/sale/100522501?insource=sale_list&top=598,东北,三乡-雅居乐-,3室2厅,满五年/房本在手,金天地花园 平南附近，装修3房。电梯,100,10777元/㎡,精装
98㎡,1993年-2013年建,低层(共7层),/sale/100535056?insource=sale_list&top=599,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,华丰花园10区 特！售！精装3房2厅，光后学校！学房  ！,75,7653元/㎡,简装
125.48㎡,1991年-2020年建,中层(共7层),/sale/500026017?insource=sale_list&top=600,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/,富丽苑 精致装修 格局方正 采光足 家电家私齐全 拎包入住,90,7172元/㎡,精装
125㎡,2010年-2013年建,高层(共6层),/sale/500076744?insource=sale_list&top=241,东,三乡-三乡-,4室2厅,满两年,三乡综合市场 4室2厅125m²精装修81万,78,6240元/㎡,精装
94㎡,2003年-2010年建,高层(共11层),/sale/501035460?insource=sale_list&top=242,东,三乡-雅居乐-,3室2厅,随时看房/满五唯一,宝龙大厦 3室2厅94m²满五年,65,6915元/㎡,简装
105㎡,2005年-2008年建,中层(共7层),/sale/500484172?insource=sale_list&top=243,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,华丰花园2区 华丰花园3室2厅105m²满五年,85,8095元/㎡,精装
81.69㎡,2000年-2013年建,低层(共5层),/sale/500066118?insource=sale_list&top=244,东南,三乡-雅居乐-,3室1厅,随时看房/满五唯一,丽景广场景阳居 精装修3房，户型实用，采光好,70,8569元/㎡,精装
80㎡,2005年-2017年建,高层(共5层),/sale/502404667?insource=sale_list&top=245,南,三乡-文昌路-,3室2厅,随时看房/满五唯一,俪宝龙马花园 慢五年繁华地段 南北对通 低首付 送入户花园,98,12250元/㎡,精装
96.61㎡,2018年-2019年建,高层(共10层),/sale/502511522?insource=sale_list&top=246,南,三乡-三乡-,3室2厅,,美的澜山(澜山居) 急！急！3室2厅96.61m²精装修，返乡回家！,90,9316元/㎡,精装
113㎡,2005年建,高层(共7层),/sale/502671267?insource=sale_list&top=247,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年,雅居乐花园1-3期 3室2厅113m²满五年,88,7788元/㎡,精装
75㎡,2005年建,高层(共7层),/sale/100555661?insource=sale_list&top=248,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,雅居乐花园1-3期 城央地段实用小3房 格局好价格实惠,59,7867元/㎡,简装
73.7㎡,2014年建,高层(共11层),/sale/501587758?insource=sale_list&top=249,西北,三乡-小琅环路-,3室3厅,中山市三乡镇大布小学/满两年/房本在手/电梯,大翼龙苑二期 繁华地段 南北对通 低首付 送入户花园 ,100,13569元/㎡,精装
94㎡,2015年建,高层(共34层),/sale/100571428?insource=sale_list&top=250,南,三乡-三乡-,4室1厅,中山市三乡镇白石环小学/电梯,华发观山水花园(B1-1、B1-2、B4区) 环境幽雅，华发三乡精品楼盘,94,10000元/㎡,毛坯
90㎡,2005年-2020年建,高层(共32层),/sale/501061048?insource=sale_list&top=251,南,三乡-雅居乐-,3室2厅,电梯,雅居乐万象郡二期 3室2厅90m²精装修,100,11111元/㎡,精装
85.9㎡,2013年-2016年建,中层(共24层),/sale/500016097?insource=sale_list&top=252,南,三乡-雅居乐-,3室2厅,满两年/电梯,骏豪名居 3室2厅85.9m²毛坯,77,8964元/㎡,毛坯
95㎡,2000年建,中层(共6层),/sale/502453539?insource=sale_list&top=253,西北,三乡-金涌大道-,3室2厅,中山市三乡镇初级中学/,三鑫教师村 3室2厅95m²普通装修,75,7895元/㎡,简装
93.8㎡,2012年建,中层(共25层),/sale/501219446?insource=sale_list&top=254,南,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满两年/电梯,"润颐居二期 近三乡客运站,毛坯三房,南向视野好",98,10448元/㎡,毛坯
86㎡,2005年建,高层(共7层),/sale/501219153?insource=sale_list&top=255,西北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,雅居乐花园1-3期 3室2厅86m²满五年,60,6977元/㎡,简装
76.7㎡,2000年-2013年建,中层(共5层),/sale/501149711?insource=sale_list&top=256,东南,三乡-雅居乐-,3室1厅,满两年,丽景广场景阳居 3室1厅76.7m²普通装修,67,8735元/㎡,简装
112㎡,1999年-2014年建,低层(共6层),/sale/502609374?insource=sale_list&top=257,西北,三乡-金涌大道-,3室2厅,满五唯一,吉雅花园 3室2厅112m²满五年,80,7143元/㎡,简装
95.01㎡,1999年-2002年建,低层(共7层),/sale/500067856?insource=sale_list&top=258,南,三乡-雅居乐-,3室2厅,满五年/房本在手,侨兴花园 3室2厅95.01m²精装修,65,6841元/㎡,精装
84.16㎡,,高层(共5层),/sale/502371310?insource=sale_list&top=259,北,三乡-三乡-,3室2厅,中山市三乡镇平岚小学/房本在手/电梯,谷都大道 3室2厅84.16m²毛坯,60,7129元/㎡,毛坯
111㎡,2001年-2015年建,低层(共7层),/sale/502097689?insource=sale_list&top=260,南,三乡-雅居乐-,3室2厅,随时看房/满两年,半山午后 3室2厅111m²毛坯,100,9009元/㎡,毛坯
78㎡,2001年-2008年建,高层(共6层),/sale/502519722?insource=sale_list&top=261,南,三乡-雅居乐-,3室2厅,随时看房/满五唯一,丽景嘉园一期 3室2厅78m²满五年,58,7436元/㎡,简装
90.83㎡,2005年-2020年建,低层(共33层),/sale/500210562?insource=sale_list&top=262,西北,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 3室2厅90.83m²毛坯,95,10459元/㎡,毛坯
87.42㎡,2015年-2017年建,低层(共9层),/sale/501660038?insource=sale_list&top=263,北,三乡-雅居乐-,3室2厅,满两年,瑞信美域 0室0厅m²,98,11210元/㎡,简装
91㎡,2005年建,高层(共23层),/sale/501379493?insource=sale_list&top=264,东北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/电梯,雅居乐酒店 3室2厅91m²满五年,72,7912元/㎡,精装
89㎡,2005年-2014年建,高层(共9层),/sale/501294690?insource=sale_list&top=265,北,三乡-金涌大道-,3室2厅,满五年,中恒海晖园 3室2厅89m²满五年,100,11236元/㎡,精装
94㎡,2015年建,中层(共34层),/sale/502492561?insource=sale_list&top=266,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室2厅94m²毛坯,90,9574元/㎡,毛坯
94.51㎡,,高层(共3层),/sale/501408987?insource=sale_list&top=267,北,三乡-雅居乐-,3室1厅,中山市三乡镇平岚小学/,瑜悦家园 3室1厅94.51m²毛坯,72,7618元/㎡,毛坯
106.38㎡,1999年-2002年建,低层(共7层),/sale/502394370?insource=sale_list&top=268,南,三乡-雅居乐-,3室2厅,满五年/房本在手,侨兴花园 3室2厅106.38m²满五年,60,5640元/㎡,简装
99.97㎡,2005年-2015年建,高层(共11层),/sale/501202106?insource=sale_list&top=269,北,三乡-三乡-,3室2厅,随时看房/满五唯一,雅苑新城 3室2厅99.97m²满五年,94,9403元/㎡,毛坯
101.3㎡,2006年建,高层(共6层),/sale/502394285?insource=sale_list&top=270,北,三乡-小琅环路-,3室2厅,满五年,华兴居 3室2厅101.3m²普通装修,62,6120元/㎡,简装
89㎡,2015年-2019年建,高层(共22层),/sale/501639865?insource=sale_list&top=211,北,三乡-三乡-,3室2厅,随时看房/电梯,云山汇景豪园 3室1厅89m²毛坯,98,11011元/㎡,毛坯
90.05㎡,2001年-2015年建,高层(共22层),/sale/500384214?insource=sale_list&top=212,南,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,半山午后 三鑫学校旁 3房毛坯复式,80,8884元/㎡,毛坯
99.7㎡,2000年-2014年建,高层(共7层),/sale/502364778?insource=sale_list&top=213,南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年,雅豪苑 惊喜价！3室2厅99.7m²满五年，拎包入住！,75,7523元/㎡,精装
102㎡,1988年-2018年建,中层(共25层),/sale/500247160?insource=sale_list&top=214,南,三乡-三乡-,3室2厅,满两年,鸿都花园 高档电梯 随时看房 低首付,100,9804元/㎡,毛坯
99.2㎡,1996年-2016年建,低层(共15层),/sale/500382915?insource=sale_list&top=215,东北,三乡-文昌路-,3室2厅,随时看房/满两年/电梯,幸福湾1期 3室2厅99.2m²毛坯,80,8065元/㎡,毛坯
94.09㎡,2000年-2018年建,低层(共11层),/sale/100573612?insource=sale_list&top=216,东南,三乡-文昌路-,3室2厅,随时看房/满五年/电梯,秀乐公馆 顺昌广场附近精装三房东南向,92,9778元/㎡,精装
110㎡,1996年-2013年建,低层(共6层),/sale/501682966?insource=sale_list&top=217,西北,三乡-文昌路-,3室2厅,满两年/房本在手,绿榕居 3室2厅110m²普通装修,88,8000元/㎡,简装
109㎡,2005年建,高层(共6层),/sale/502242012?insource=sale_list&top=218,西,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/,平东吉雅苑 3室2厅109m²普通装修,30,2752元/㎡,简装
94.6㎡,2006年建,高层(共7层),/sale/501476075?insource=sale_list&top=219,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年,柏丽广场 3室2厅94.6m²普通装修,66,6977元/㎡,简装
89.02㎡,1988年-2018年建,高层(共16层),/sale/500446357?insource=sale_list&top=220,南,三乡-三乡-,3室2厅,随时看房/满两年/电梯,鸿都花园 3室2厅89.02m²毛坯,100,11233元/㎡,毛坯
97㎡,2001年-2008年建,高层(共6层),/sale/501659695?insource=sale_list&top=221,南,三乡-雅居乐-,3室2厅,满五唯一,丽景嘉园一期 3室2厅97m²满五年,75,7732元/㎡,简装
89.39㎡,2015年-2017年建,高层(共14层),/sale/501392715?insource=sale_list&top=222,北,三乡-雅居乐-,3室2厅,满两年/电梯,瑞信美域 3室2厅89.39m²毛坯,99,11075元/㎡,毛坯
98.7㎡,1995年-2013年建,中层(共10层),/sale/500023490?insource=sale_list&top=223,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年,华丰花园8区 三乡配套成熟小区，出门口可以购物逛街，适合养老居住,90,9119元/㎡,简装
83.59㎡,1996年-2013年建,中层(共6层),/sale/500586394?insource=sale_list&top=224,东南,三乡-文昌路-,3室1厅,随时看房/满两年/房本在手,宝之园 实用3房，精装修，楼梯好楼层,58,6939元/㎡,精装
90.36㎡,2015年-2017年建,高层(共16层),/sale/500414065?insource=sale_list&top=225,南,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,瑞信美域 3室2厅90.36m²毛坯,88,9683元/㎡,毛坯
93㎡,2007年-2015年建,低层(共15层),/sale/500961769?insource=sale_list&top=226,南,三乡-雅居乐-,3室2厅,满五唯一/房本在手/电梯,"巴厘晓筑 刚修必选,保养好,低楼层足不出户选好房",95,10215元/㎡,精装
91.23㎡,2005年-2020年建,高层(共33层),/sale/500097726?insource=sale_list&top=227,南,三乡-雅居乐-,3室2厅,满五年/电梯,雅居乐万象郡二期 3室2厅91.23m²毛坯,95,10413元/㎡,毛坯
103㎡,2001年-2013年建,高层(共6层),/sale/502388743?insource=sale_list&top=228,东,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,骏景新盛世 繁华地段交通便利 使用面积大 ,68,6602元/㎡,简装
123㎡,2009年-2015年建,高层(共6层),/sale/500038556?insource=sale_list&top=229,北,三乡-雅居乐-,3室2厅,满五年,丰润豪庭 业主急售丰润豪庭 低于市场价,95,7724元/㎡,简装
91.7㎡,2014年建,中层(共11层),/sale/500020080?insource=sale_list&top=230,西,三乡-小琅环路-,3室2厅,中山市三乡镇大布小学/随时看房/满五唯一/电梯,大翼龙苑二期 珠海金鼎后花园 电梯中层 次新小区 大布附近,100,10905元/㎡,精装
87㎡,2005年-2020年建,中层(共33层),/sale/500230247?insource=sale_list&top=231,东北,三乡-雅居乐-,3室2厅,随时看房/满五年/电梯,雅居乐万象郡二期 雅居乐万象郡二期3室2厅87m²满五年,90,10345元/㎡,毛坯
111.71㎡,2013年建,中层(共11层),/sale/501106482?insource=sale_list&top=232,南,三乡-雅居乐-,3室2厅,随时看房/满五年,君林水岸 3室2厅111.71m²满五年,78,6982元/㎡,毛坯
93㎡,,高层(共11层),/sale/500303744?insource=sale_list&top=233,东北,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/随时看房/电梯,雅居乐中心城 雅居乐新城3室2厅93m²精装修,90,9677元/㎡,精装
95.96㎡,2008年建,中层(共6层),/sale/502275529?insource=sale_list&top=234,北,三乡-雅居乐-,4室2厅,中山市三乡镇平岚小学/满两年,嘉园2期 4室2厅95.96m²普通装修,88,9170元/㎡,简装
112㎡,2006年-2016年建,中层(共11层),/sale/100245243?insource=sale_list&top=235,东,三乡-小琅环路-,3室2厅,随时看房/满五年/电梯,东城畔山 首付少，电梯中层 精装3房保养新净，赠送面积多,96,8571元/㎡,简装
112㎡,2001年-2013年建,高层(共10层),/sale/501377991?insource=sale_list&top=236,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年/房本在手,"骏景新盛世 百载光后学校房,原有2卫,南,超便宜快联系我",100,8929元/㎡,简装
101㎡,1992年-2001年建,低层(共7层),/sale/501782669?insource=sale_list&top=237,西,三乡-小琅环路-,3室2厅,满两年,嘉豪山庄 3室2厅101m²普通装修,65,6436元/㎡,简装
76.05㎡,2002年-2017年建,高层(共6层),/sale/500353125?insource=sale_list&top=238,北,三乡-文昌路-,3室2厅,满两年,家庆居 3室2厅76.05m²普通装修,59,7758元/㎡,简装
91.5㎡,2000年-2017年建,低层(共17层),/sale/502626396?insource=sale_list&top=239,南,三乡-金涌大道-,3室2厅,满两年/电梯,金裕·香泉丽都 全新毛坯！3室2厅91.5m²毛坯，红本在手！,97,10601元/㎡,毛坯
112㎡,1988年-2018年建,低层(共24层),/sale/500428437?insource=sale_list&top=240,北,三乡-三乡-,4室2厅,满两年/电梯,鸿都花园 3室2厅112m²毛坯,96,8571元/㎡,毛坯
91.88㎡,2006年-2014年建,中层(共10层),/sale/501219447?insource=sale_list&top=541,北,三乡-文昌路-,3室2厅,满两年,东安金域名苑 中山温泉旁，电梯3室2厅精装修,88,9578元/㎡,精装
74.89㎡,1993年-2013年建,中层(共7层),/sale/500051974?insource=sale_list&top=542,西南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,"华丰花园10区 特！售！装修3房2厅 ,红本在手！拎包入住！",68,9080元/㎡,简装
103.8㎡,1995年-2013年建,中层(共7层),/sale/100454963?insource=sale_list&top=543,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,华丰花园8区 3室2厅1厨2卫 103.8m² 满五年,72,6936元/㎡,简装
